mode,batch,group,layer,forwards,mean_query_tokens,mean_active_experts,mean_expert_coverage
delayed,2,12,6,15,39.666666666666664,65.13333333333334,0.25442708333333336
delayed,2,12,7,15,39.666666666666664,82.73333333333333,0.32317708333333334
delayed,2,12,8,15,39.666666666666664,71.8,0.28046875
delayed,2,12,9,15,39.666666666666664,81.13333333333334,0.31692708333333336
delayed,2,12,10,15,39.666666666666664,65.4,0.25546875
delayed,2,12,11,15,39.666666666666664,67.8,0.26484375
delayed,2,12,12,15,39.666666666666664,79.13333333333334,0.30911458333333336
delayed,2,12,13,15,39.666666666666664,76.13333333333334,0.29739583333333336
delayed,2,12,14,15,39.666666666666664,80.66666666666667,0.3151041666666667
delayed,2,12,15,15,39.666666666666664,73.26666666666667,0.28619791666666666
delayed,2,12,16,15,39.666666666666664,70.13333333333334,0.27395833333333336
delayed,2,12,17,15,39.666666666666664,67.53333333333333,0.2638020833333333
delayed,2,12,18,15,39.666666666666664,65.6,0.25625
delayed,2,12,19,15,39.666666666666664,78.33333333333333,0.3059895833333333
delayed,2,13,1,22,35.86363636363637,63.27272727272727,0.2471590909090909
delayed,2,13,2,22,35.86363636363637,63.36363636363637,0.24751420454545456
delayed,2,13,3,22,35.86363636363637,63.04545454545455,0.24627130681818182
delayed,2,13,4,22,35.86363636363637,55.63636363636363,0.21732954545454544
delayed,2,13,5,22,35.86363636363637,49.95454545454545,0.19513494318181818
delayed,2,13,6,22,35.86363636363637,51.68181818181818,0.20188210227272727
delayed,2,13,7,22,35.86363636363637,66.0,0.2578125
delayed,2,13,8,22,35.86363636363637,53.31818181818182,0.20827414772727273
delayed,2,13,9,22,35.86363636363637,61.40909090909091,0.23987926136363635
delayed,2,13,10,22,35.86363636363637,54.95454545454545,0.21466619318181818
delayed,2,13,11,22,35.86363636363637,56.27272727272727,0.2198153409090909
delayed,2,13,12,22,35.86363636363637,60.31818181818182,0.23561789772727273
delayed,2,13,13,22,35.86363636363637,62.31818181818182,0.24343039772727273
delayed,2,13,14,22,35.86363636363637,65.63636363636364,0.25639204545454547
delayed,2,13,15,22,35.86363636363637,63.90909090909091,0.24964488636363635
delayed,2,13,16,22,35.86363636363637,53.09090909090909,0.20738636363636365
delayed,2,13,17,22,35.86363636363637,58.31818181818182,0.22780539772727273
delayed,2,13,18,22,35.86363636363637,53.77272727272727,0.2100497159090909
delayed,2,13,19,22,35.86363636363637,57.13636363636363,0.22318892045454544
delayed,2,14,1,13,46.46153846153846,78.38461538461539,0.30618990384615385
delayed,2,14,2,13,46.46153846153846,81.38461538461539,0.31790865384615385
delayed,2,14,3,13,46.46153846153846,78.0,0.3046875
delayed,2,14,4,13,46.46153846153846,71.76923076923077,0.2803485576923077
delayed,2,14,5,13,46.46153846153846,62.76923076923077,0.24519230769230768
delayed,2,14,6,13,46.46153846153846,62.84615384615385,0.24549278846153846
delayed,2,14,7,13,46.46153846153846,77.38461538461539,0.30228365384615385
delayed,2,14,8,13,46.46153846153846,69.0,0.26953125
delayed,2,14,9,13,46.46153846153846,78.61538461538461,0.30709134615384615
delayed,2,14,10,13,46.46153846153846,68.53846153846153,0.26772836538461536
delayed,2,14,11,13,46.46153846153846,64.38461538461539,0.25150240384615385
delayed,2,14,12,13,46.46153846153846,81.3076923076923,0.3176081730769231
delayed,2,14,13,13,46.46153846153846,69.23076923076923,0.2704326923076923
delayed,2,14,14,13,46.46153846153846,74.61538461538461,0.29146634615384615
delayed,2,14,15,13,46.46153846153846,75.61538461538461,0.29537259615384615
delayed,2,14,16,13,46.46153846153846,65.53846153846153,0.25600961538461536
delayed,2,14,17,13,46.46153846153846,67.6923076923077,0.2644230769230769
delayed,2,14,18,13,46.46153846153846,61.30769230769231,0.23948317307692307
delayed,2,14,19,13,46.46153846153846,72.53846153846153,0.28335336538461536
delayed,2,15,1,11,49.54545454545455,70.36363636363636,0.27485795454545453
delayed,2,15,2,11,49.54545454545455,74.54545454545455,0.2911931818181818
delayed,2,15,3,11,49.54545454545455,75.18181818181819,0.2936789772727273
delayed,2,15,4,11,49.54545454545455,67.45454545454545,0.2634943181818182
delayed,2,15,5,11,49.54545454545455,65.27272727272727,0.2549715909090909
delayed,2,15,6,11,49.54545454545455,71.36363636363636,0.27876420454545453
delayed,2,15,7,11,49.54545454545455,93.0,0.36328125
delayed,2,15,8,11,49.54545454545455,68.36363636363636,0.26704545454545453
delayed,2,15,9,11,49.54545454545455,78.18181818181819,0.3053977272727273
delayed,2,15,10,11,49.54545454545455,70.54545454545455,0.2755681818181818
delayed,2,15,11,11,49.54545454545455,72.63636363636364,0.28373579545454547
delayed,2,15,12,11,49.54545454545455,80.9090909090909,0.31605113636363635
delayed,2,15,13,11,49.54545454545455,75.0909090909091,0.29332386363636365
delayed,2,15,14,11,49.54545454545455,73.81818181818181,0.2883522727272727
delayed,2,15,15,11,49.54545454545455,78.18181818181819,0.3053977272727273
delayed,2,15,16,11,49.54545454545455,70.72727272727273,0.2762784090909091
delayed,2,15,17,11,49.54545454545455,72.72727272727273,0.2840909090909091
delayed,2,15,18,11,49.54545454545455,59.72727272727273,0.2333096590909091
delayed,2,15,19,11,49.54545454545455,74.36363636363636,0.29048295454545453
delayed,4,0,1,10,98.1,112.2,0.43828125
delayed,4,0,2,10,98.1,117.1,0.457421875
delayed,4,0,3,10,98.1,103.7,0.405078125
delayed,4,0,4,10,98.1,100.3,0.391796875
delayed,4,0,5,10,98.1,94.2,0.36796875
delayed,4,0,6,10,98.1,94.3,0.368359375
delayed,4,0,7,10,98.1,114.5,0.447265625
delayed,4,0,8,10,98.1,95.4,0.37265625
delayed,4,0,9,10,98.1,105.5,0.412109375
delayed,4,0,10,10,98.1,98.8,0.3859375
delayed,4,0,11,10,98.1,95.7,0.373828125
delayed,4,0,12,10,98.1,106.3,0.415234375
delayed,4,0,13,10,98.1,106.2,0.41484375
delayed,4,0,14,10,98.1,113.4,0.44296875
delayed,4,0,15,10,98.1,103.6,0.4046875
delayed,4,0,16,10,98.1,95.0,0.37109375
delayed,4,0,17,10,98.1,98.5,0.384765625
delayed,4,0,18,10,98.1,88.8,0.346875
delayed,4,0,19,10,98.1,109.0,0.42578125
delayed,4,1,1,15,87.66666666666667,105.0,0.41015625
delayed,4,1,2,15,87.66666666666667,110.8,0.4328125
delayed,4,1,3,15,87.66666666666667,99.46666666666667,0.3885416666666667
delayed,4,1,4,15,87.66666666666667,93.8,0.36640625
delayed,4,1,5,15,87.66666666666667,75.66666666666667,0.2955729166666667
delayed,4,1,6,15,87.66666666666667,88.4,0.3453125
delayed,4,1,7,15,87.66666666666667,105.4,0.41171875
delayed,4,1,8,15,87.66666666666667,83.46666666666667,0.3260416666666667
delayed,4,1,9,15,87.66666666666667,98.26666666666667,0.38385416666666666
delayed,4,1,10,15,87.66666666666667,82.8,0.3234375
delayed,4,1,11,15,87.66666666666667,84.93333333333334,0.33177083333333335
delayed,4,1,12,15,87.66666666666667,104.6,0.40859375
delayed,4,1,13,15,87.66666666666667,95.33333333333333,0.3723958333333333
delayed,4,1,14,15,87.66666666666667,103.06666666666666,0.40260416666666665
delayed,4,1,15,15,87.66666666666667,101.4,0.39609375
delayed,4,1,16,15,87.66666666666667,92.8,0.3625
delayed,4,1,17,15,87.66666666666667,89.93333333333334,0.35130208333333335
delayed,4,1,18,15,87.66666666666667,82.8,0.3234375
delayed,4,1,19,15,87.66666666666667,98.93333333333334,0.38645833333333335
delayed,4,2,1,11,94.9090909090909,100.0909090909091,0.39098011363636365
delayed,4,2,2,11,94.9090909090909,107.81818181818181,0.4211647727272727
delayed,4,2,3,11,94.9090909090909,99.72727272727273,0.3895596590909091
delayed,4,2,4,11,94.9090909090909,95.36363636363636,0.37251420454545453
delayed,4,2,5,11,94.9090909090909,82.54545454545455,0.3224431818181818
delayed,4,2,6,11,94.9090909090909,81.27272727272727,0.3174715909090909
delayed,4,2,7,11,94.9090909090909,110.81818181818181,0.4328835227272727
delayed,4,2,8,11,94.9090909090909,94.9090909090909,0.37073863636363635
delayed,4,2,9,11,94.9090909090909,100.9090909090909,0.39417613636363635
delayed,4,2,10,11,94.9090909090909,90.18181818181819,0.3522727272727273
delayed,4,2,11,11,94.9090909090909,85.9090909090909,0.33558238636363635
delayed,4,2,12,11,94.9090909090909,100.18181818181819,0.3913352272727273
delayed,4,2,13,11,94.9090909090909,96.0909090909091,0.37535511363636365
delayed,4,2,14,11,94.9090909090909,106.0909090909091,0.41441761363636365
delayed,4,2,15,11,94.9090909090909,100.63636363636364,0.39311079545454547
delayed,4,2,16,11,94.9090909090909,94.0909090909091,0.36754261363636365
delayed,4,2,17,11,94.9090909090909,93.54545454545455,0.3654119318181818
delayed,4,2,18,11,94.9090909090909,82.0909090909091,0.32066761363636365
delayed,4,2,19,11,94.9090909090909,105.72727272727273,0.4129971590909091
delayed,4,3,1,16,87.5,108.0,0.421875
delayed,4,3,2,16,87.5,114.0625,0.445556640625
delayed,4,3,3,16,87.5,94.9375,0.370849609375
delayed,4,3,4,16,87.5,89.75,0.3505859375
delayed,4,3,5,16,87.5,79.5625,0.310791015625
delayed,4,3,6,16,87.5,80.8125,0.315673828125
delayed,4,3,7,16,87.5,93.75,0.3662109375
delayed,4,3,8,16,87.5,81.625,0.31884765625
delayed,4,3,9,16,87.5,92.0,0.359375
delayed,4,3,10,16,87.5,88.75,0.3466796875
delayed,4,3,11,16,87.5,82.5,0.322265625
delayed,4,3,12,16,87.5,96.125,0.37548828125
delayed,4,3,13,16,87.5,86.75,0.3388671875
delayed,4,3,14,16,87.5,102.9375,0.402099609375
delayed,4,3,15,16,87.5,97.125,0.37939453125
delayed,4,3,16,16,87.5,91.625,0.35791015625
delayed,4,3,17,16,87.5,85.6875,0.334716796875
delayed,4,3,18,16,87.5,77.125,0.30126953125
delayed,4,3,19,16,87.5,91.6875,0.358154296875
delayed,4,4,1,17,81.3529411764706,111.47058823529412,0.43543198529411764
delayed,4,4,2,17,81.3529411764706,112.82352941176471,0.4407169117647059
delayed,4,4,3,17,81.3529411764706,105.05882352941177,0.4103860294117647
delayed,4,4,4,17,81.3529411764706,92.47058823529412,0.36121323529411764
delayed,4,4,5,17,81.3529411764706,81.58823529411765,0.3187040441176471
delayed,4,4,6,17,81.3529411764706,80.05882352941177,0.3127297794117647
delayed,4,4,7,17,81.3529411764706,100.6470588235294,0.39315257352941174
delayed,4,4,8,17,81.3529411764706,87.47058823529412,0.34168198529411764
delayed,4,4,9,17,81.3529411764706,90.52941176470588,0.35363051470588236
delayed,4,4,10,17,81.3529411764706,86.47058823529412,0.33777573529411764
delayed,4,4,11,17,81.3529411764706,84.94117647058823,0.3318014705882353
delayed,4,4,12,17,81.3529411764706,96.17647058823529,0.3756893382352941
delayed,4,4,13,17,81.3529411764706,91.29411764705883,0.35661764705882354
delayed,4,4,14,17,81.3529411764706,97.94117647058823,0.3825827205882353
delayed,4,4,15,17,81.3529411764706,95.05882352941177,0.3713235294117647
delayed,4,4,16,17,81.3529411764706,84.82352941176471,0.3313419117647059
delayed,4,4,17,17,81.3529411764706,85.05882352941177,0.3322610294117647
delayed,4,4,18,17,81.3529411764706,76.70588235294117,0.29963235294117646
delayed,4,4,19,17,81.3529411764706,97.29411764705883,0.38005514705882354
delayed,4,5,1,10,104.5,110.1,0.430078125
delayed,4,5,2,10,104.5,110.9,0.433203125
delayed,4,5,3,10,104.5,100.8,0.39375
delayed,4,5,4,10,104.5,95.9,0.374609375
delayed,4,5,5,10,104.5,84.3,0.329296875
delayed,4,5,6,10,104.5,88.5,0.345703125
delayed,4,5,7,10,104.5,107.9,0.421484375
delayed,4,5,8,10,104.5,96.8,0.378125
delayed,4,5,9,10,104.5,106.1,0.414453125
delayed,4,5,10,10,104.5,91.3,0.356640625
delayed,4,5,11,10,104.5,92.5,0.361328125
delayed,4,5,12,10,104.5,100.3,0.391796875
delayed,4,5,13,10,104.5,106.6,0.41640625
delayed,4,5,14,10,104.5,107.7,0.420703125
delayed,4,5,15,10,104.5,108.9,0.425390625
delayed,4,5,16,10,104.5,98.3,0.383984375
delayed,4,5,17,10,104.5,94.5,0.369140625
delayed,4,5,18,10,104.5,85.5,0.333984375
delayed,4,5,19,10,104.5,106.4,0.415625
delayed,4,6,1,14,85.07142857142857,112.21428571428571,0.43833705357142855
delayed,4,6,2,14,85.07142857142857,113.92857142857143,0.44503348214285715
delayed,4,6,3,14,85.07142857142857,100.85714285714286,0.3939732142857143
delayed,4,6,4,14,85.07142857142857,95.71428571428571,0.37388392857142855
delayed,4,6,5,14,85.07142857142857,82.92857142857143,0.32393973214285715
delayed,4,6,6,14,85.07142857142857,86.14285714285714,0.3364955357142857
delayed,4,6,7,14,85.07142857142857,106.35714285714286,0.4154575892857143
delayed,4,6,8,14,85.07142857142857,91.0,0.35546875
delayed,4,6,9,14,85.07142857142857,101.0,0.39453125
delayed,4,6,10,14,85.07142857142857,85.78571428571429,0.33510044642857145
delayed,4,6,11,14,85.07142857142857,87.28571428571429,0.34095982142857145
delayed,4,6,12,14,85.07142857142857,99.28571428571429,0.38783482142857145
delayed,4,6,13,14,85.07142857142857,97.42857142857143,0.38058035714285715
delayed,4,6,14,14,85.07142857142857,103.35714285714286,0.4037388392857143
delayed,4,6,15,14,85.07142857142857,95.07142857142857,0.37137276785714285
delayed,4,6,16,14,85.07142857142857,86.64285714285714,0.3384486607142857
delayed,4,6,17,14,85.07142857142857,86.71428571428571,0.33872767857142855
delayed,4,6,18,14,85.07142857142857,83.14285714285714,0.3247767857142857
delayed,4,6,19,14,85.07142857142857,97.28571428571429,0.38002232142857145
delayed,4,7,1,12,97.16666666666667,106.91666666666667,0.4176432291666667
delayed,4,7,2,12,97.16666666666667,112.66666666666667,0.4401041666666667
delayed,4,7,3,12,97.16666666666667,100.66666666666667,0.3932291666666667
delayed,4,7,4,12,97.16666666666667,96.75,0.3779296875
delayed,4,7,5,12,97.16666666666667,83.16666666666667,0.3248697916666667
delayed,4,7,6,12,97.16666666666667,92.41666666666667,0.3610026041666667
delayed,4,7,7,12,97.16666666666667,114.91666666666667,0.4488932291666667
delayed,4,7,8,12,97.16666666666667,92.08333333333333,0.3597005208333333
delayed,4,7,9,12,97.16666666666667,103.41666666666667,0.4039713541666667
delayed,4,7,10,12,97.16666666666667,90.83333333333333,0.3548177083333333
delayed,4,7,11,12,97.16666666666667,89.16666666666667,0.3483072916666667
delayed,4,7,12,12,97.16666666666667,107.33333333333333,0.4192708333333333
delayed,4,7,13,12,97.16666666666667,94.83333333333333,0.3704427083333333
delayed,4,7,14,12,97.16666666666667,101.58333333333333,0.3968098958333333
delayed,4,7,15,12,97.16666666666667,100.08333333333333,0.3909505208333333
delayed,4,7,16,12,97.16666666666667,93.58333333333333,0.3655598958333333
delayed,4,7,17,12,97.16666666666667,92.91666666666667,0.3629557291666667
delayed,4,7,18,12,97.16666666666667,80.33333333333333,0.3138020833333333
delayed,4,7,19,12,97.16666666666667,103.91666666666667,0.4059244791666667
delayed,8,0,1,10,202.8,131.8,0.51484375
delayed,8,0,2,10,202.8,142.0,0.5546875
delayed,8,0,3,10,202.8,125.1,0.488671875
delayed,8,0,4,10,202.8,118.2,0.46171875
delayed,8,0,5,10,202.8,101.9,0.398046875
delayed,8,0,6,10,202.8,114.9,0.448828125
delayed,8,0,7,10,202.8,134.2,0.52421875
delayed,8,0,8,10,202.8,114.3,0.446484375
delayed,8,0,9,10,202.8,124.8,0.4875
delayed,8,0,10,10,202.8,111.9,0.437109375
delayed,8,0,11,10,202.8,112.3,0.438671875
delayed,8,0,12,10,202.8,131.1,0.512109375
delayed,8,0,13,10,202.8,126.0,0.4921875
delayed,8,0,14,10,202.8,133.9,0.523046875
delayed,8,0,15,10,202.8,126.4,0.49375
delayed,8,0,16,10,202.8,118.4,0.4625
delayed,8,0,17,10,202.8,115.9,0.452734375
delayed,8,0,18,10,202.8,107.4,0.41953125
delayed,8,0,19,10,202.8,126.0,0.4921875
delayed,8,1,1,11,200.0,130.9090909090909,0.5113636363636364
delayed,8,1,2,11,200.0,142.9090909090909,0.5582386363636364
delayed,8,1,3,11,200.0,122.0,0.4765625
delayed,8,1,4,11,200.0,113.27272727272727,0.4424715909090909
delayed,8,1,5,11,200.0,102.0,0.3984375
delayed,8,1,6,11,200.0,107.81818181818181,0.4211647727272727
delayed,8,1,7,11,200.0,129.1818181818182,0.5046164772727273
delayed,8,1,8,11,200.0,113.54545454545455,0.4435369318181818
delayed,8,1,9,11,200.0,125.0,0.48828125
delayed,8,1,10,11,200.0,110.63636363636364,0.43217329545454547
delayed,8,1,11,11,200.0,110.0,0.4296875
delayed,8,1,12,11,200.0,123.36363636363636,0.48188920454545453
delayed,8,1,13,11,200.0,118.45454545454545,0.4627130681818182
delayed,8,1,14,11,200.0,130.45454545454547,0.5095880681818182
delayed,8,1,15,11,200.0,122.63636363636364,0.47904829545454547
delayed,8,1,16,11,200.0,116.0909090909091,0.45348011363636365
delayed,8,1,17,11,200.0,110.27272727272727,0.4307528409090909
delayed,8,1,18,11,200.0,100.27272727272727,0.3916903409090909
delayed,8,1,19,11,200.0,122.27272727272727,0.4776278409090909
delayed,8,2,1,10,214.2,141.2,0.5515625
delayed,8,2,2,10,214.2,143.8,0.56171875
delayed,8,2,3,10,214.2,129.2,0.5046875
delayed,8,2,4,10,214.2,117.2,0.4578125
delayed,8,2,5,10,214.2,104.8,0.409375
delayed,8,2,6,10,214.2,114.3,0.446484375
delayed,8,2,7,10,214.2,131.5,0.513671875
delayed,8,2,8,10,214.2,116.6,0.45546875
delayed,8,2,9,10,214.2,122.1,0.476953125
delayed,8,2,10,10,214.2,110.8,0.4328125
delayed,8,2,11,10,214.2,112.8,0.440625
delayed,8,2,12,10,214.2,125.1,0.488671875
delayed,8,2,13,10,214.2,126.0,0.4921875
delayed,8,2,14,10,214.2,127.6,0.4984375
delayed,8,2,15,10,214.2,124.3,0.485546875
delayed,8,2,16,10,214.2,114.0,0.4453125
delayed,8,2,17,10,214.2,113.6,0.44375
delayed,8,2,18,10,214.2,102.2,0.39921875
delayed,8,2,19,10,214.2,122.6,0.47890625
delayed,8,3,1,13,185.53846153846155,145.6153846153846,0.5688100961538461
delayed,8,3,2,13,185.53846153846155,152.0,0.59375
delayed,8,3,3,13,185.53846153846155,125.61538461538461,0.49068509615384615
delayed,8,3,4,13,185.53846153846155,119.61538461538461,0.46724759615384615
delayed,8,3,5,13,185.53846153846155,105.07692307692308,0.4104567307692308
delayed,8,3,6,13,185.53846153846155,114.38461538461539,0.44681490384615385
delayed,8,3,7,13,185.53846153846155,138.84615384615384,0.5423677884615384
delayed,8,3,8,13,185.53846153846155,115.92307692307692,0.4528245192307692
delayed,8,3,9,13,185.53846153846155,127.46153846153847,0.49789663461538464
delayed,8,3,10,13,185.53846153846155,111.46153846153847,0.43539663461538464
delayed,8,3,11,13,185.53846153846155,110.0,0.4296875
delayed,8,3,12,13,185.53846153846155,130.15384615384616,0.5084134615384616
delayed,8,3,13,13,185.53846153846155,120.0,0.46875
delayed,8,3,14,13,185.53846153846155,126.61538461538461,0.49459134615384615
delayed,8,3,15,13,185.53846153846155,116.3076923076923,0.4543269230769231
delayed,8,3,16,13,185.53846153846155,112.53846153846153,0.43960336538461536
delayed,8,3,17,13,185.53846153846155,109.15384615384616,0.42638221153846156
delayed,8,3,18,13,185.53846153846155,100.15384615384616,0.39122596153846156
delayed,8,3,19,13,185.53846153846155,123.23076923076923,0.4813701923076923
focus,1,0,1,23,6.956521739130435,41.69565217391305,0.16287364130434784
focus,1,0,2,23,6.956521739130435,44.130434782608695,0.17238451086956522
focus,1,0,3,23,6.956521739130435,37.391304347826086,0.14605978260869565
focus,1,0,4,23,6.956521739130435,32.26086956521739,0.12601902173913043
focus,1,0,5,23,6.956521739130435,28.130434782608695,0.10988451086956522
focus,1,0,6,23,6.956521739130435,26.91304347826087,0.10512907608695653
focus,1,0,7,23,6.956521739130435,33.43478260869565,0.13060461956521738
focus,1,0,8,23,6.956521739130435,28.347826086956523,0.11073369565217392
focus,1,0,9,23,6.956521739130435,32.391304347826086,0.12652853260869565
focus,1,0,10,23,6.956521739130435,28.608695652173914,0.11175271739130435
focus,1,0,11,23,6.956521739130435,27.391304347826086,0.10699728260869565
focus,1,0,12,23,6.956521739130435,30.52173913043478,0.11922554347826086
focus,1,0,13,23,6.956521739130435,30.869565217391305,0.12058423913043478
focus,1,0,14,23,6.956521739130435,34.26086956521739,0.13383152173913043
focus,1,0,15,23,6.956521739130435,34.21739130434783,0.1336616847826087
focus,1,0,16,23,6.956521739130435,33.21739130434783,0.1297554347826087
focus,1,0,17,23,6.956521739130435,31.130434782608695,0.12160326086956522
focus,1,0,18,23,6.956521739130435,30.043478260869566,0.11735733695652174
focus,1,0,19,23,6.956521739130435,33.869565217391305,0.13230298913043478
focus,1,1,1,16,6.375,38.5625,0.150634765625
focus,1,1,2,16,6.375,36.3125,0.141845703125
focus,1,1,3,16,6.375,35.9375,0.140380859375
focus,1,1,4,16,6.375,29.4375,0.114990234375
focus,1,1,5,16,6.375,23.8125,0.093017578125
focus,1,1,6,16,6.375,25.25,0.0986328125
focus,1,1,7,16,6.375,28.8125,0.112548828125
focus,1,1,8,16,6.375,25.1875,0.098388671875
focus,1,1,9,16,6.375,31.8125,0.124267578125
focus,1,1,10,16,6.375,24.1875,0.094482421875
focus,1,1,11,16,6.375,24.0,0.09375
focus,1,1,12,16,6.375,25.125,0.09814453125
focus,1,1,13,16,6.375,28.375,0.11083984375
focus,1,1,14,16,6.375,29.4375,0.114990234375
focus,1,1,15,16,6.375,30.6875,0.119873046875
focus,1,1,16,16,6.375,27.5625,0.107666015625
focus,1,1,17,16,6.375,27.5,0.107421875
focus,1,1,18,16,6.375,26.5625,0.103759765625
focus,1,1,19,16,6.375,31.5,0.123046875
focus,1,2,1,12,6.833333333333333,38.583333333333336,0.15071614583333334
focus,1,2,2,12,6.833333333333333,39.5,0.154296875
focus,1,2,3,12,6.833333333333333,36.666666666666664,0.14322916666666666
focus,1,2,4,12,6.833333333333333,31.666666666666668,0.12369791666666667
focus,1,2,5,12,6.833333333333333,25.416666666666668,0.09928385416666667
focus,1,2,6,12,6.833333333333333,25.583333333333332,0.09993489583333333
focus,1,2,7,12,6.833333333333333,27.333333333333332,0.10677083333333333
focus,1,2,8,12,6.833333333333333,26.0,0.1015625
focus,1,2,9,12,6.833333333333333,28.75,0.1123046875
focus,1,2,10,12,6.833333333333333,26.0,0.1015625
focus,1,2,11,12,6.833333333333333,25.5,0.099609375
focus,1,2,12,12,6.833333333333333,28.5,0.111328125
focus,1,2,13,12,6.833333333333333,28.916666666666668,0.11295572916666667
focus,1,2,14,12,6.833333333333333,29.916666666666668,0.11686197916666667
focus,1,2,15,12,6.833333333333333,30.666666666666668,0.11979166666666667
focus,1,2,16,12,6.833333333333333,27.833333333333332,0.10872395833333333
focus,1,2,17,12,6.833333333333333,29.75,0.1162109375
focus,1,2,18,12,6.833333333333333,28.916666666666668,0.11295572916666667
focus,1,2,19,12,6.833333333333333,30.0,0.1171875
focus,1,3,1,27,6.037037037037037,37.2962962962963,0.1456886574074074
focus,1,3,2,27,6.037037037037037,37.77777777777778,0.14756944444444445
focus,1,3,3,27,6.037037037037037,33.111111111111114,0.1293402777777778
focus,1,3,4,27,6.037037037037037,28.925925925925927,0.11299189814814815
focus,1,3,5,27,6.037037037037037,23.25925925925926,0.09085648148148148
focus,1,3,6,27,6.037037037037037,23.925925925925927,0.09346064814814815
focus,1,3,7,27,6.037037037037037,27.85185185185185,0.1087962962962963
focus,1,3,8,27,6.037037037037037,24.962962962962962,0.09751157407407407
focus,1,3,9,27,6.037037037037037,25.333333333333332,0.09895833333333333
focus,1,3,10,27,6.037037037037037,24.444444444444443,0.0954861111111111
focus,1,3,11,27,6.037037037037037,24.14814814814815,0.0943287037037037
focus,1,3,12,27,6.037037037037037,24.85185185185185,0.0970775462962963
focus,1,3,13,27,6.037037037037037,25.703703703703702,0.10040509259259259
focus,1,3,14,27,6.037037037037037,25.62962962962963,0.10011574074074074
focus,1,3,15,27,6.037037037037037,27.555555555555557,0.1076388888888889
focus,1,3,16,27,6.037037037037037,24.814814814814813,0.09693287037037036
focus,1,3,17,27,6.037037037037037,29.037037037037038,0.11342592592592593
focus,1,3,18,27,6.037037037037037,25.037037037037038,0.09780092592592593
focus,1,3,19,27,6.037037037037037,28.703703703703702,0.11212384259259259
focus,1,4,1,23,6.478260869565218,40.21739130434783,0.1570991847826087
focus,1,4,2,23,6.478260869565218,40.43478260869565,0.15794836956521738
focus,1,4,3,23,6.478260869565218,36.78260869565217,0.1436820652173913
focus,1,4,4,23,6.478260869565218,29.17391304347826,0.11396059782608696
focus,1,4,5,23,6.478260869565218,26.08695652173913,0.10190217391304347
focus,1,4,6,23,6.478260869565218,28.043478260869566,0.10954483695652174
focus,1,4,7,23,6.478260869565218,31.82608695652174,0.12432065217391304
focus,1,4,8,23,6.478260869565218,27.869565217391305,0.10886548913043478
focus,1,4,9,23,6.478260869565218,31.956521739130434,0.12483016304347826
focus,1,4,10,23,6.478260869565218,28.08695652173913,0.10971467391304347
focus,1,4,11,23,6.478260869565218,27.47826086956522,0.10733695652173914
focus,1,4,12,23,6.478260869565218,30.82608695652174,0.12041440217391304
focus,1,4,13,23,6.478260869565218,30.08695652173913,0.11752717391304347
focus,1,4,14,23,6.478260869565218,29.782608695652176,0.11633831521739131
focus,1,4,15,23,6.478260869565218,31.217391304347824,0.12194293478260869
focus,1,4,16,23,6.478260869565218,30.608695652173914,0.11956521739130435
focus,1,4,17,23,6.478260869565218,32.43478260869565,0.12669836956521738
focus,1,4,18,23,6.478260869565218,30.47826086956522,0.11905570652173914
focus,1,4,19,23,6.478260869565218,33.130434782608695,0.12941576086956522
focus,1,5,1,21,5.476190476190476,34.142857142857146,0.13337053571428573
focus,1,5,2,21,5.476190476190476,34.904761904761905,0.1363467261904762
focus,1,5,3,21,5.476190476190476,30.285714285714285,0.11830357142857142
focus,1,5,4,21,5.476190476190476,26.80952380952381,0.10472470238095238
focus,1,5,5,21,5.476190476190476,22.142857142857142,0.08649553571428571
focus,1,5,6,21,5.476190476190476,20.523809523809526,0.08017113095238096
focus,1,5,7,21,5.476190476190476,25.857142857142858,0.10100446428571429
focus,1,5,8,21,5.476190476190476,21.428571428571427,0.08370535714285714
focus,1,5,9,21,5.476190476190476,23.952380952380953,0.0935639880952381
focus,1,5,10,21,5.476190476190476,23.428571428571427,0.09151785714285714
focus,1,5,11,21,5.476190476190476,21.333333333333332,0.08333333333333333
focus,1,5,12,21,5.476190476190476,23.095238095238095,0.09021577380952381
focus,1,5,13,21,5.476190476190476,24.523809523809526,0.09579613095238096
focus,1,5,14,21,5.476190476190476,25.61904761904762,0.10007440476190477
focus,1,5,15,21,5.476190476190476,25.952380952380953,0.1013764880952381
focus,1,5,16,21,5.476190476190476,23.571428571428573,0.09207589285714286
focus,1,5,17,21,5.476190476190476,24.428571428571427,0.09542410714285714
focus,1,5,18,21,5.476190476190476,24.523809523809526,0.09579613095238096
focus,1,5,19,21,5.476190476190476,27.333333333333332,0.10677083333333333
focus,1,6,1,21,7.238095238095238,47.61904761904762,0.18601190476190477
focus,1,6,2,21,7.238095238095238,46.476190476190474,0.18154761904761904
focus,1,6,3,21,7.238095238095238,42.857142857142854,0.16741071428571427
focus,1,6,4,21,7.238095238095238,32.904761904761905,0.1285342261904762
focus,1,6,5,21,7.238095238095238,29.095238095238095,0.11365327380952381
focus,1,6,6,21,7.238095238095238,31.904761904761905,0.12462797619047619
focus,1,6,7,21,7.238095238095238,34.57142857142857,0.13504464285714285
focus,1,6,8,21,7.238095238095238,33.23809523809524,0.12983630952380953
focus,1,6,9,21,7.238095238095238,35.04761904761905,0.13690476190476192
